minimo {99999,-99999}
minimo {57548,-57548}
minimo {57547,-57547}
minimo {57546,-57546}
minimo {57545,-57545}
minimo {57544,-57544}
minimo {57543,-57543}
minimo {57542,-57542}
minimo {57541,-57541}
minimo {57540,-57540}
minimo {57539,-57539}
minimo {57538,-57538}
minimo {57537,-57537}
minimo {57536,-57536}
minimo {57535,-57535}
minimo {57534,-57534}
minimo {57533,-57533}
minimo {57532,-57532}
minimo {57531,-57531}
minimo {57530,-57530}
minimo {57529,-57529}
minimo {57528,-57528}
minimo {57527,-57527}
minimo {57526,-57526}
minimo {57525,-57525}
minimo {57524,-57524}
minimo {57523,-57523}
minimo {57522,-57522}
minimo {57521,-57521}
minimo {57520,-57520}
minimo {57519,-57519}
minimo {57518,-57518}
minimo {57517,-57517}
minimo {57516,-57516}
minimo {57515,-57515}
minimo {57514,-57514}
minimo {57513,-57513}
minimo {57512,-57512}
minimo {57511,-57511}
minimo {57510,-57510}
minimo {57509,-57509}
minimo {57508,-57508}
minimo {57507,-57507}
minimo {57506,-57506}
minimo {57505,-57505}
minimo {57504,-57504}
minimo {57503,-57503}
minimo {57502,-57502}
minimo {57501,-57501}
minimo {57500,-57500}
minimo {57499,-57499}
minimo {57498,-57498}
minimo {57497,-57497}
minimo {57496,-57496}
minimo {57495,-57495}
minimo {57494,-57494}
minimo {57493,-57493}
minimo {57492,-57492}
minimo {57491,-57491}
minimo {57490,-57490}
minimo {57489,-57489}
minimo {57488,-57488}
minimo {57487,-57487}
minimo {57486,-57486}
minimo {57485,-57485}
minimo {57484,-57484}
minimo {57483,-57483}
minimo {57482,-57482}
minimo {57481,-57481}
minimo {57480,-57480}
minimo {57479,-57479}
minimo {57478,-57478}
minimo {57477,-57477}
minimo {57476,-57476}
minimo {57475,-57475}
minimo {57474,-57474}
minimo {57473,-57473}
minimo {57472,-57472}
minimo {57471,-57471}
minimo {57470,-57470}
minimo {57469,-57469}
minimo {57468,-57468}
minimo {57467,-57467}
minimo {57466,-57466}
minimo {57465,-57465}
minimo {57464,-57464}
minimo {57463,-57463}
minimo {57462,-57462}
minimo {57461,-57461}
minimo {57460,-57460}
minimo {57459,-57459}
minimo {57458,-57458}
minimo {57457,-57457}
minimo {57456,-57456}
minimo {57455,-57455}
minimo {57454,-57454}
minimo {57453,-57453}
minimo {57452,-57452}
minimo {57451,-57451}
minimo {57450,-57450}
minimo {57449,-57449}
minimo {57448,-57448}
minimo {57447,-57447}
minimo {57446,-57446}
minimo {57445,-57445}
minimo {57444,-57444}
minimo {57443,-57443}
minimo {57442,-57442}
minimo {57441,-57441}
minimo {57440,-57440}
minimo {57439,-57439}
minimo {57438,-57438}
minimo {57437,-57437}
minimo {57436,-57436}
minimo {57435,-57435}
minimo {57434,-57434}
minimo {57433,-57433}
minimo {57432,-57432}
minimo {57431,-57431}
minimo {57430,-57430}
minimo {57429,-57429}
minimo {57428,-57428}
minimo {57427,-57427}
minimo {57426,-57426}
minimo {57425,-57425}
minimo {57424,-57424}
minimo {57423,-57423}
minimo {57422,-57422}
minimo {57421,-57421}
minimo {57420,-57420}
minimo {57419,-57419}
minimo {57418,-57418}
minimo {57417,-57417}
minimo {57416,-57416}
minimo {57415,-57415}
minimo {57414,-57414}
minimo {57413,-57413}
minimo {57412,-57412}
minimo {57411,-57411}
minimo {57410,-57410}
minimo {57409,-57409}
minimo {57408,-57408}
minimo {57407,-57407}
minimo {57406,-57406}
minimo {57405,-57405}
minimo {57404,-57404}
minimo {57403,-57403}
minimo {57402,-57402}
minimo {57401,-57401}
minimo {57400,-57400}
minimo {57399,-57399}
minimo {57398,-57398}
minimo {57397,-57397}
minimo {57396,-57396}
minimo {57395,-57395}
minimo {57394,-57394}
minimo {57393,-57393}
minimo {57392,-57392}
minimo {57391,-57391}
minimo {57390,-57390}
minimo {57389,-57389}
minimo {57388,-57388}
minimo {57387,-57387}
minimo {57386,-57386}
minimo {57385,-57385}
minimo {57384,-57384}
minimo {57383,-57383}
minimo {57382,-57382}
minimo {57381,-57381}
minimo {57380,-57380}
minimo {57379,-57379}
minimo {57378,-57378}
minimo {57377,-57377}
minimo {57376,-57376}
minimo {57375,-57375}
minimo {57374,-57374}
minimo {57373,-57373}
minimo {57372,-57372}
minimo {57371,-57371}
minimo {57370,-57370}
minimo {57369,-57369}
minimo {57368,-57368}
minimo {57367,-57367}
minimo {57366,-57366}
minimo {57365,-57365}
minimo {57364,-57364}
minimo {57363,-57363}
minimo {57362,-57362}
minimo {57361,-57361}
minimo {57360,-57360}
minimo {57359,-57359}
minimo {57358,-57358}
minimo {57357,-57357}
minimo {57356,-57356}
minimo {57355,-57355}
minimo {57354,-57354}
minimo {57353,-57353}
minimo {57352,-57352}
minimo {57351,-57351}
minimo {57350,-57350}
minimo {57349,-57349}
minimo {57348,-57348}
minimo {57347,-57347}
minimo {57346,-57346}
minimo {57345,-57345}
minimo {57344,-57344}
minimo {57343,-57343}
minimo {57342,-57342}
minimo {57341,-57341}
minimo {57340,-57340}
minimo {57339,-57339}
minimo {57338,-57338}
minimo {57337,-57337}
minimo {57336,-57336}
minimo {57335,-57335}
minimo {57334,-57334}
minimo {57333,-57333}
minimo {57332,-57332}
minimo {57331,-57331}
minimo {57330,-57330}
minimo {57329,-57329}
minimo {57328,-57328}
minimo {57327,-57327}
minimo {57326,-57326}
minimo {57325,-57325}
minimo {57324,-57324}
minimo {57323,-57323}
minimo {57322,-57322}
minimo {57321,-57321}
minimo {57320,-57320}
minimo {57319,-57319}
minimo {57318,-57318}
minimo {57317,-57317}
minimo {57316,-57316}
minimo {57315,-57315}
minimo {57314,-57314}
minimo {57313,-57313}
minimo {57312,-57312}
minimo {57311,-57311}
minimo {57310,-57310}
minimo {57309,-57309}
minimo {57308,-57308}
minimo {57307,-57307}
minimo {57306,-57306}
minimo {57305,-57305}
minimo {57304,-57304}
minimo {57303,-57303}
minimo {57302,-57302}
minimo {57301,-57301}
minimo {57300,-57300}
minimo {57299,-57299}
minimo {57298,-57298}
minimo {57297,-57297}
minimo {57296,-57296}
minimo {57295,-57295}
minimo {57294,-57294}
minimo {57293,-57293}
minimo {57292,-57292}
minimo {57291,-57291}
minimo {57290,-57290}
minimo {57289,-57289}
minimo {57288,-57288}
minimo {57287,-57287}
minimo {57286,-57286}
minimo {57285,-57285}
minimo {57284,-57284}
minimo {57283,-57283}
minimo {57282,-57282}
minimo {57281,-57281}
minimo {57280,-57280}
minimo {57279,-57279}
minimo {57278,-57278}
minimo {57277,-57277}
minimo {57276,-57276}
minimo {57275,-57275}
minimo {57274,-57274}
minimo {57273,-57273}
minimo {57272,-57272}
minimo {57271,-57271}
minimo {57270,-57270}
minimo {57269,-57269}
minimo {57268,-57268}
minimo {57267,-57267}
minimo {57266,-57266}
minimo {57265,-57265}
minimo {57264,-57264}
minimo {57263,-57263}
minimo {57262,-57262}
minimo {57261,-57261}
minimo {57260,-57260}
minimo {57259,-57259}
minimo {57258,-57258}
minimo {57257,-57257}
minimo {57256,-57256}
minimo {57255,-57255}
minimo {57254,-57254}
minimo {57253,-57253}
minimo {57252,-57252}
minimo {57251,-57251}
minimo {57250,-57250}
minimo {57249,-57249}
minimo {57248,-57248}
minimo {57247,-57247}
minimo {57246,-57246}
minimo {57245,-57245}
minimo {57244,-57244}
minimo {57243,-57243}
minimo {57242,-57242}
minimo {57241,-57241}
minimo {57240,-57240}
minimo {57239,-57239}
minimo {57238,-57238}
minimo {57237,-57237}
minimo {57236,-57236}
minimo {57235,-57235}
minimo {57234,-57234}
minimo {57233,-57233}
minimo {57232,-57232}
minimo {57231,-57231}
minimo {57230,-57230}
minimo {57229,-57229}
minimo {57228,-57228}
minimo {57227,-57227}
minimo {57226,-57226}
minimo {57225,-57225}
minimo {57224,-57224}
minimo {57223,-57223}
minimo {57222,-57222}
minimo {57221,-57221}
minimo {57220,-57220}
minimo {57219,-57219}
minimo {57218,-57218}
minimo {57217,-57217}
minimo {57216,-57216}
minimo {57215,-57215}
minimo {57214,-57214}
minimo {57213,-57213}
minimo {57212,-57212}
minimo {57211,-57211}
minimo {57210,-57210}
minimo {57209,-57209}
minimo {57208,-57208}
minimo {57207,-57207}
minimo {57206,-57206}
minimo {57205,-57205}
minimo {57204,-57204}
minimo {57203,-57203}
minimo {57202,-57202}
minimo {57201,-57201}
minimo {57200,-57200}
minimo {57199,-57199}
minimo {57198,-57198}
minimo {57197,-57197}
minimo {57196,-57196}
minimo {57195,-57195}
minimo {57194,-57194}
minimo {57193,-57193}
minimo {57192,-57192}
minimo {57191,-57191}
minimo {57190,-57190}
minimo {57189,-57189}
minimo {57188,-57188}
minimo {57187,-57187}
minimo {57186,-57186}
minimo {57185,-57185}
minimo {57184,-57184}
minimo {57183,-57183}
minimo {57182,-57182}
minimo {57181,-57181}
minimo {57180,-57180}
minimo {57179,-57179}
minimo {57178,-57178}
minimo {57177,-57177}
minimo {57176,-57176}
minimo {57175,-57175}
minimo {57174,-57174}
minimo {57173,-57173}
minimo {57172,-57172}
minimo {57171,-57171}
minimo {57170,-57170}
minimo {57169,-57169}
minimo {57168,-57168}
minimo {57167,-57167}
minimo {57166,-57166}
minimo {57165,-57165}
minimo {57164,-57164}
minimo {57163,-57163}
minimo {57162,-57162}
minimo {57161,-57161}
minimo {57160,-57160}
minimo {57159,-57159}
minimo {57158,-57158}
minimo {57157,-57157}
minimo {57156,-57156}
minimo {57155,-57155}
minimo {57154,-57154}
minimo {57153,-57153}
minimo {57152,-57152}
minimo {57151,-57151}
minimo {57150,-57150}
minimo {57149,-57149}
minimo {57148,-57148}
minimo {57147,-57147}
minimo {57146,-57146}
minimo {57145,-57145}
minimo {57144,-57144}
minimo {57143,-57143}
minimo {57142,-57142}
minimo {57141,-57141}
minimo {57140,-57140}
minimo {57139,-57139}
minimo {57138,-57138}
minimo {57137,-57137}
minimo {57136,-57136}
minimo {57135,-57135}
minimo {57134,-57134}
minimo {57133,-57133}
minimo {57132,-57132}
minimo {57131,-57131}
minimo {57130,-57130}
minimo {57129,-57129}
minimo {57128,-57128}
minimo {57127,-57127}
minimo {57126,-57126}
minimo {57125,-57125}
minimo {57124,-57124}
minimo {57123,-57123}
minimo {57122,-57122}
minimo {57121,-57121}
minimo {57120,-57120}
minimo {57119,-57119}
minimo {57118,-57118}
minimo {57117,-57117}
minimo {57116,-57116}
minimo {57115,-57115}
minimo {57114,-57114}
minimo {57113,-57113}
minimo {57112,-57112}
minimo {57111,-57111}
minimo {57110,-57110}
minimo {57109,-57109}
minimo {57108,-57108}
minimo {57107,-57107}
minimo {57106,-57106}
minimo {57105,-57105}
minimo {57104,-57104}
minimo {57103,-57103}
minimo {57102,-57102}
minimo {57101,-57101}
minimo {57100,-57100}
minimo {57099,-57099}
minimo {57098,-57098}
minimo {57097,-57097}
minimo {57096,-57096}
minimo {57095,-57095}
minimo {57094,-57094}
minimo {57093,-57093}
minimo {57092,-57092}
minimo {57091,-57091}
minimo {57090,-57090}
minimo {57089,-57089}
minimo {57088,-57088}
minimo {57087,-57087}
minimo {57086,-57086}
minimo {57085,-57085}
minimo {57084,-57084}
minimo {57083,-57083}
minimo {57082,-57082}
minimo {57081,-57081}
minimo {57080,-57080}
minimo {57079,-57079}
minimo {57078,-57078}
minimo {57077,-57077}
minimo {57076,-57076}
minimo {57075,-57075}
minimo {57074,-57074}
minimo {57073,-57073}
minimo {57072,-57072}
minimo {57071,-57071}
minimo {57070,-57070}
minimo {57069,-57069}
minimo {57068,-57068}
minimo {57067,-57067}
minimo {57066,-57066}
minimo {57065,-57065}
minimo {57064,-57064}
minimo {57063,-57063}
minimo {57062,-57062}
minimo {57061,-57061}
minimo {57060,-57060}
minimo {57059,-57059}
minimo {57058,-57058}
minimo {57057,-57057}
minimo {57056,-57056}
minimo {57055,-57055}
minimo {57054,-57054}
minimo {57053,-57053}
minimo {57052,-57052}
minimo {57051,-57051}
minimo {57050,-57050}
minimo {57049,-57049}
minimo {57048,-57048}
minimo {57047,-57047}
minimo {57046,-57046}
minimo {57045,-57045}
minimo {57044,-57044}
minimo {57043,-57043}
minimo {57042,-57042}
minimo {57041,-57041}
minimo {57040,-57040}
minimo {57039,-57039}
minimo {57038,-57038}
minimo {57037,-57037}
minimo {57036,-57036}
minimo {57035,-57035}
minimo {57034,-57034}
minimo {57033,-57033}
minimo {57032,-57032}
minimo {57031,-57031}
minimo {57030,-57030}
minimo {57029,-57029}
minimo {57028,-57028}
minimo {57027,-57027}
minimo {57026,-57026}
minimo {57025,-57025}
minimo {57024,-57024}
minimo {57023,-57023}
minimo {57022,-57022}
minimo {57021,-57021}
minimo {57020,-57020}
minimo {57019,-57019}
minimo {57018,-57018}
minimo {57017,-57017}
minimo {57016,-57016}
minimo {57015,-57015}
minimo {57014,-57014}
minimo {57013,-57013}
minimo {57012,-57012}
minimo {57011,-57011}
minimo {57010,-57010}
minimo {57009,-57009}
minimo {57008,-57008}
minimo {57007,-57007}
minimo {57006,-57006}
minimo {57005,-57005}
minimo {57004,-57004}
minimo {57003,-57003}
minimo {57002,-57002}
minimo {57001,-57001}
minimo {57000,-57000}
minimo {56999,-56999}
minimo {56998,-56998}
minimo {56997,-56997}
minimo {56996,-56996}
minimo {56995,-56995}
minimo {56994,-56994}
minimo {56993,-56993}
minimo {56992,-56992}
minimo {56991,-56991}
minimo {56990,-56990}
minimo {56989,-56989}
minimo {56988,-56988}
minimo {56987,-56987}
minimo {56986,-56986}
minimo {56985,-56985}
minimo {56984,-56984}
minimo {56983,-56983}
minimo {56982,-56982}
minimo {56981,-56981}
minimo {56980,-56980}
minimo {56979,-56979}
minimo {56978,-56978}
minimo {56977,-56977}
minimo {56976,-56976}
minimo {56975,-56975}
minimo {56974,-56974}
minimo {56973,-56973}
minimo {56972,-56972}
minimo {56971,-56971}
minimo {56970,-56970}
minimo {56969,-56969}
minimo {56968,-56968}
minimo {56967,-56967}
minimo {56966,-56966}
minimo {56965,-56965}
minimo {56964,-56964}
minimo {56963,-56963}
minimo {56962,-56962}
minimo {56961,-56961}
minimo {56960,-56960}
minimo {56959,-56959}
minimo {56958,-56958}
minimo {56957,-56957}
minimo {56956,-56956}
minimo {56955,-56955}
minimo {56954,-56954}
minimo {56953,-56953}
minimo {56952,-56952}
minimo {56951,-56951}
minimo {56950,-56950}
minimo {56949,-56949}
minimo {56948,-56948}
minimo {56947,-56947}
minimo {56946,-56946}
minimo {56945,-56945}
minimo {56944,-56944}
minimo {56943,-56943}
minimo {56942,-56942}
minimo {56941,-56941}
minimo {56940,-56940}
minimo {56939,-56939}
minimo {56938,-56938}
minimo {56937,-56937}
minimo {56936,-56936}
minimo {56935,-56935}
minimo {56934,-56934}
minimo {56933,-56933}
minimo {56932,-56932}
minimo {56931,-56931}
minimo {56930,-56930}
minimo {56929,-56929}
minimo {56928,-56928}
minimo {56927,-56927}
minimo {56926,-56926}
minimo {56925,-56925}
minimo {56924,-56924}
minimo {56923,-56923}
minimo {56922,-56922}
minimo {56921,-56921}
minimo {56920,-56920}
minimo {56919,-56919}
minimo {56918,-56918}
minimo {56917,-56917}
minimo {56916,-56916}
minimo {56915,-56915}
minimo {56914,-56914}
minimo {56913,-56913}
minimo {56912,-56912}
minimo {56911,-56911}
minimo {56910,-56910}
minimo {56909,-56909}
minimo {56908,-56908}
minimo {56907,-56907}
minimo {56906,-56906}
minimo {56905,-56905}
minimo {56904,-56904}
minimo {56903,-56903}
minimo {56902,-56902}
minimo {56901,-56901}
minimo {56900,-56900}
minimo {56899,-56899}
minimo {56898,-56898}
minimo {56897,-56897}
minimo {56896,-56896}
minimo {56895,-56895}
minimo {56894,-56894}
minimo {56893,-56893}
minimo {56892,-56892}
minimo {56891,-56891}
minimo {56890,-56890}
minimo {56889,-56889}
minimo {56888,-56888}
minimo {56887,-56887}
minimo {56886,-56886}
minimo {56885,-56885}
minimo {56884,-56884}
minimo {56883,-56883}
minimo {56882,-56882}
minimo {56881,-56881}
minimo {56880,-56880}
minimo {56879,-56879}
minimo {56878,-56878}
minimo {56877,-56877}
minimo {56876,-56876}
minimo {56875,-56875}
minimo {56874,-56874}
minimo {56873,-56873}
minimo {56872,-56872}
minimo {56871,-56871}
minimo {56870,-56870}
minimo {56869,-56869}
minimo {56868,-56868}
minimo {56867,-56867}
minimo {56866,-56866}
minimo {56865,-56865}
minimo {56864,-56864}
minimo {56863,-56863}
minimo {56862,-56862}
minimo {56861,-56861}
minimo {56860,-56860}
minimo {56859,-56859}
minimo {56858,-56858}
minimo {56857,-56857}
minimo {56856,-56856}
minimo {56855,-56855}
minimo {56854,-56854}
minimo {56853,-56853}
minimo {56852,-56852}
minimo {56851,-56851}
minimo {56850,-56850}
minimo {56849,-56849}
minimo {56848,-56848}
minimo {56847,-56847}
minimo {56846,-56846}
minimo {56845,-56845}
minimo {56844,-56844}
minimo {56843,-56843}
minimo {56842,-56842}
minimo {56841,-56841}
minimo {56840,-56840}
minimo {56839,-56839}
minimo {56838,-56838}
minimo {56837,-56837}
minimo {56836,-56836}
minimo {56835,-56835}
minimo {56834,-56834}
minimo {56833,-56833}
minimo {56832,-56832}
minimo {56831,-56831}
minimo {56830,-56830}
minimo {56829,-56829}
minimo {56828,-56828}
minimo {56827,-56827}
minimo {56826,-56826}
minimo {56825,-56825}
minimo {56824,-56824}
minimo {56823,-56823}
minimo {56822,-56822}
minimo {56821,-56821}
minimo {56820,-56820}
minimo {56819,-56819}
minimo {56818,-56818}
minimo {56817,-56817}
minimo {56816,-56816}
minimo {56815,-56815}
minimo {56814,-56814}
minimo {56813,-56813}
minimo {56812,-56812}
minimo {56811,-56811}
minimo {56810,-56810}
minimo {56809,-56809}
minimo {56808,-56808}
minimo {56807,-56807}
minimo {56806,-56806}
minimo {56805,-56805}
minimo {56804,-56804}
minimo {56803,-56803}
minimo {56802,-56802}
minimo {56801,-56801}
minimo {56800,-56800}
minimo {56799,-56799}
minimo {56798,-56798}
minimo {56797,-56797}
minimo {56796,-56796}
minimo {56795,-56795}
minimo {56794,-56794}
minimo {56793,-56793}
minimo {56792,-56792}
minimo {56791,-56791}
minimo {56790,-56790}
minimo {56789,-56789}
minimo {56788,-56788}
minimo {56787,-56787}
minimo {56786,-56786}
minimo {56785,-56785}
minimo {56784,-56784}
minimo {56783,-56783}
minimo {56782,-56782}
minimo {56781,-56781}
minimo {56780,-56780}
minimo {56779,-56779}
minimo {56778,-56778}
minimo {56777,-56777}
minimo {56776,-56776}
minimo {56775,-56775}
minimo {56774,-56774}
minimo {56773,-56773}
minimo {56772,-56772}
minimo {56771,-56771}
minimo {56770,-56770}
minimo {56769,-56769}
minimo {56768,-56768}
minimo {56767,-56767}
minimo {56766,-56766}
minimo {56765,-56765}
minimo {56764,-56764}
minimo {56763,-56763}
minimo {56762,-56762}
minimo {56761,-56761}
minimo {56760,-56760}
minimo {56759,-56759}
minimo {56758,-56758}
minimo {56757,-56757}
minimo {56756,-56756}
minimo {56755,-56755}
minimo {56754,-56754}
minimo {56753,-56753}
minimo {56752,-56752}
minimo {56751,-56751}
minimo {56750,-56750}
minimo {56749,-56749}
minimo {56748,-56748}
minimo {56747,-56747}
minimo {56746,-56746}
minimo {56745,-56745}
minimo {56744,-56744}
minimo {56743,-56743}
minimo {56742,-56742}
minimo {56741,-56741}
minimo {56740,-56740}
minimo {56739,-56739}
minimo {56738,-56738}
minimo {56737,-56737}
minimo {56736,-56736}
minimo {56735,-56735}
minimo {56734,-56734}
minimo {56733,-56733}
minimo {56732,-56732}
minimo {56731,-56731}
minimo {56730,-56730}
minimo {56729,-56729}
minimo {56728,-56728}
minimo {56727,-56727}
minimo {56726,-56726}
minimo {56725,-56725}
minimo {56724,-56724}
minimo {56723,-56723}
minimo {56722,-56722}
minimo {56721,-56721}
minimo {56720,-56720}
minimo {56719,-56719}
minimo {56718,-56718}
minimo {56717,-56717}
minimo {56716,-56716}
minimo {56715,-56715}
minimo {56714,-56714}
minimo {56713,-56713}
minimo {56712,-56712}
minimo {56711,-56711}
minimo {56710,-56710}
minimo {56709,-56709}
minimo {56708,-56708}
minimo {56707,-56707}
minimo {56706,-56706}
minimo {56705,-56705}
minimo {56704,-56704}
minimo {56703,-56703}
minimo {56702,-56702}
minimo {56701,-56701}
minimo {56700,-56700}
minimo {56699,-56699}
minimo {56698,-56698}
minimo {56697,-56697}
minimo {56696,-56696}
minimo {56695,-56695}
minimo {56694,-56694}
minimo {56693,-56693}
minimo {56692,-56692}
minimo {56691,-56691}
minimo {56690,-56690}
minimo {56689,-56689}
minimo {56688,-56688}
minimo {56687,-56687}
minimo {56686,-56686}
minimo {56685,-56685}
minimo {56684,-56684}
minimo {56683,-56683}
minimo {56682,-56682}
minimo {56681,-56681}
minimo {56680,-56680}
minimo {56679,-56679}
minimo {56678,-56678}
minimo {56677,-56677}
minimo {56676,-56676}
minimo {56675,-56675}
minimo {56674,-56674}
minimo {56673,-56673}
minimo {56672,-56672}
minimo {56671,-56671}
minimo {56670,-56670}
minimo {56669,-56669}
minimo {56668,-56668}
